,�..O1,A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32
335,5/25/2020 5:26,American,US/Canada,Female,Undergraduate school,A pet,27,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,5,5,5,5,1,5,5,5,5,1,5,4,5,5,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,2-3 hours,1. Everyday,Planting trees/flowers,Making waterfalls,4,4,4,2,3,5,5,5,5,3,2,4,1,1,4,4,3,3,2,4,4,3,3,1,4,3,3,3,5,5,5,5,5,5,1,2,1,5,2,5,4,5,5,1,5,5,5,5,3,1,1,1,4,4,5,5,1,5,3,1
388,5/25/2020 6:30,United States,US/Canada,Female,Undergraduate school,Both,27,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,2,4,2,4,2,5,5,5,5,4,5,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Catching bugs,Natural ,4,3,3,3,3,4,5,4,5,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,1,5,5,5,5,4,1,1,1,5,5,5,5,1,5,5,1
410,5/25/2020 7:22,American ,US/Canada,Male,High school,A pet,27,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,4,2,3,3,5,1,5,2,3,2,3,2,5,1,3,More than 3 years,"Action, Adventure, RPG",Almost everyday,1-2 hours,1. Everyday,Terraforming,Earthly,2,3,3,4,2,5,5,5,5,4,2,4,1,3,4,3,4,3,2,3,2,3,3,4,4,2,4,4,4,3,4,4,5,5,2,3,1,4,1,5,5,4,3,1,4,5,5,5,2,2,2,2,5,5,5,4,1,3,1,1
432,5/25/2020 8:43,American,US/Canada,Female,Undergraduate school,A pet,27,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,2,1,2,3,1,5,1,4,5,1,5,4,5,5,More than 3 years,"Adventure, RPG, Simulation",Everyday,3-4 hours,1. Everyday,Terraforming,Natural,4,3,3,3,4,5,5,5,4,4,3,4,1,2,3,2,3,1,4,3,4,1,2,1,4,4,3,2,5,4,3,5,5,5,1,2,1,5,1,5,4,5,5,1,5,5,5,5,3,1,1,1,4,4,5,5,1,5,2,1
481,5/25/2020 15:00,Filipino,Asia,Female,Graduate school and higher,A pet,27,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,4,2,5,2,5,1,5,1,5,5,5,1,5,3,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,2. Almost everyday,Fishing,Natural,4,4,3,2,2,5,5,5,5,4,1,4,1,3,3,4,3,4,3,4,3,1,2,4,2,4,2,1,5,4,5,5,5,5,1,2,1,5,3,5,2,5,5,1,4,4,5,5,3,2,1,1,4,4,4,5,1,4,4,1
482,5/25/2020 15:02,Filipino,Asia,Male,Undergraduate school,Both,27,Asian,"Single, never married",Unable to work,Yes,More than a month,Very worried,3,2,3,3,4,2,5,1,4,3,4,3,3,3,3,More than 3 years,"Adventure, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Luxury + avatar theme,3,3,3,4,2,4,4,3,4,4,2,4,1,2,3,4,3,2,2,3,4,3,1,1,4,4,1,3,4,4,4,4,4,4,1,4,3,3,3,4,3,4,4,3,4,4,4,5,4,1,1,1,1,5,5,3,3,4,3,3
493,5/25/2020 16:18,American (USA) ,US/Canada,Female,Undergraduate school,A pet,27,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,5,4,5,2,5,3,5,5,4,5,4,3,5,More than 3 years,"RPG, Simulation, Strategy, Puzzle",Everyday,2-3 hours,1. Everyday,Design/interacting with villagers,"I don’t have a set style, I just kind of do stuff and see what happens. ",4,4,3,2,4,5,5,3,3,4,1,2,1,3,3,4,2,1,3,3,1,1,1,3,4,4,4,3,5,5,5,5,5,5,1,1,1,5,1,5,3,5,5,1,5,5,5,5,4,1,1,1,5,4,5,4,1,5,3,1
496,5/25/2020 16:27,American,US/Canada,Female,Graduate school and higher,Both,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,1,4,2,4,3,5,5,5,5,5,5,4,5,3,More than 3 years,"RPG, Dancing",Almost everyday,3-4 hours,1. Everyday,Stalk market,Pathways,2,2,3,2,2,5,5,5,5,4,4,4,1,2,2,3,2,4,3,2,4,2,2,2,4,3,2,2,5,5,2,5,5,2,5,5,5,5,1,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5
508,5/25/2020 19:22,Colombian,Other,Female,High school,Both,27,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,4,5,3,4,1,5,5,5,3,3,5,5,5,5,More than 3 years,"Adventure, Strategy",Almost every week,2-3 hours,2. Almost everyday,Building new DIYs recipes and designing my island ,"Unsure, I haven’t reached that part of the game yet.",4,3,4,1,4,5,5,5,5,4,3,4,4,2,4,4,2,2,3,4,1,3,4,1,4,4,4,4,5,5,5,5,5,5,1,3,1,5,1,5,3,5,5,1,5,5,5,5,2,1,1,1,5,5,5,4,1,5,2,1
526,5/25/2020 21:26,American,US/Canada,Female,Undergraduate school,A garden,27,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Very worried,3,2,4,2,5,2,4,2,5,5,3,3,5,5,5,More than 3 years,Puzzle,Everyday,1-2 hours,1. Everyday,Fishing,I don’t know ,3,4,3,2,3,5,5,5,5,3,1,4,1,1,2,2,2,3,1,3,3,1,1,1,3,3,1,3,5,4,3,5,5,4,1,5,2,5,1,5,3,5,5,3,5,5,5,5,4,2,2,2,4,4,4,2,1,4,1,1
527,5/25/2020 21:26,Filipino,Asia,Male,Undergraduate school,None,27,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,5,4,4,3,5,2,4,5,4,4,4,4,3,2,4,More than 3 years,"RPG, Simulation, Sports",Everyday,More than 4,1. Everyday,Terraforming,Country style,4,4,2,4,2,5,5,5,5,4,1,4,1,3,2,4,2,2,2,2,4,1,1,1,4,2,1,1,5,4,4,5,5,5,1,2,1,5,2,5,4,5,5,1,5,3,2,5,5,1,1,1,3,3,5,5,1,5,5,2
560,5/26/2020 11:40,Filipino,Asia,Female,Undergraduate school,A garden,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,4,4,4,4,2,4,3,4,5,4,4,3,5,4,More than 3 years,"RPG, Simulation",Everyday,More than 4 hours,1. Everyday,Interacting with friends,A mix of Asian and European scenery,4,4,3,3,2,4,4,5,5,4,1,4,1,2,3,4,3,2,3,4,4,3,3,3,4,3,3,3,5,4,4,5,5,5,1,1,2,4,3,5,3,4,4,3,4,4,3,4,2,1,3,1,3,4,5,5,1,5,3,2
562,5/26/2020 12:17,United States,US/Canada,Female,Undergraduate school,A pet,27,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,2,4,4,3,5,1,5,5,5,5,1,5,5,5,5,More than 3 years,"RPG, Simulation",Almost everyday,3-4 hours,2. Almost everyday,Drawing on the bulletin board and taking pictures.,Cute / Natural / Fantasy,4,4,4,4,3,5,5,5,5,4,4,4,1,2,4,4,4,4,4,4,4,4,3,2,4,3,4,4,5,4,4,5,4,5,1,1,1,4,2,5,4,5,3,1,4,5,4,5,3,1,1,1,3,3,4,4,1,5,3,1
576,5/27/2020 0:16,Filipino,Asia,Male,Graduate school and higher,Both,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,3,4,3,4,2,4,2,4,4,2,4,2,2,5,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,3-4 hours,1. Everyday,Planting trees/flowers,Making rivers or ponds,4,4,4,3,3,4,4,4,4,4,2,4,2,3,4,4,2,2,4,4,4,4,3,2,4,4,3,4,5,5,4,5,5,5,1,3,2,4,2,4,2,4,4,3,5,4,4,4,3,2,2,2,4,5,5,5,2,5,4,2
584,5/28/2020 1:12,Filipino,Asia,Female,Undergraduate school,Both,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,4,2,5,1,5,1,5,1,5,2,3,3,4,1,5,2-3 years,"Adventure, RPG, Simulation, Strategy",Everyday,5 hours,1. Everyday,Planting trees/flowers,Personal preference. I like having waterfalls.,2,2,4,2,3,5,5,5,5,4,3,4,1,2,4,4,3,1,1,4,1,1,3,3,4,3,2,2,5,4,5,5,5,5,2,2,2,3,2,5,5,5,3,2,3,5,5,5,5,2,3,1,5,5,5,5,3,4,4,2
591,5/28/2020 14:58,Filipino,Asia,Male,Undergraduate school,A pet,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,4,2,3,3,5,2,4,4,5,4,4,4,4,3,4,More than 3 years,RPG,Everyday,3-4 hours,2. Almost everyday,Designing/repurposing areas of the island,I just terraform for space issues. I like to preserve how my island initially looked as much as possible.,2,2,2,2,3,4,4,4,3,4,2,4,1,2,2,3,3,3,2,3,2,2,1,2,3,4,2,2,5,4,3,4,5,4,2,2,3,3,1,4,4,4,4,3,4,5,4,5,2,3,3,2,5,4,4,4,2,4,4,2
594,5/28/2020 18:04,Filipino-American,US/Canada,Male,High school,None,27,Pacific Islander,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Worried,3,2,5,3,5,1,5,1,5,4,2,1,3,5,3,More than 3 years,"Action, Adventure, RPG",Almost everyday,I lost count,2. Almost everyday,Planting trees/flowers,Naturalistic Island with some brick walls & paths,2,3,3,2,2,5,5,5,5,4,3,4,1,3,2,3,2,1,4,3,4,3,2,1,2,1,1,1,5,3,4,5,5,5,2,5,3,5,2,5,2,4,3,1,4,3,4,4,2,3,2,1,5,4,5,3,2,5,3,1
633,6/6/2020 10:58,Filipino,Asia,Male,Graduate school and higher,Both,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,5,5,2,5,1,5,5,4,5,4,5,4,2,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,5-6 hours,2. Almost everyday,Fishing,Modern Theme,3,4,3,2,3,5,5,5,2,4,2,4,2,3,4,3,2,2,3,2,2,2,2,3,4,3,2,3,4,3,4,4,4,4,1,4,1,2,2,5,2,4,3,1,3,4,5,4,1,1,2,1,3,2,4,4,1,4,3,1
635,6/7/2020 22:11,usa,US/Canada,Male,Undergraduate school,Both,27,Hispanic or Latino,"Single, never married",Employed for wages,Yes,More than 3 weeks,Very worried,4,1,4,1,4,2,3,2,5,2,4,2,3,1,4,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,Wetland,3,3,3,4,3,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,4,4,3,3,4,5,4,3,4,4,3,2,4,4,4,5,5,4,4,4,3,4,5,4,5,5,4,4,3,4,4,5,5,4,4,5,4
637,6/8/2020 16:29,usa,US/Canada,Male,Graduate school and higher,Both,27,Black or African American,"Single, never married",Employed for wages,Yes,More than 3 weeks,Worried,5,2,3,2,5,1,4,2,5,2,3,2,5,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,Beach ,3,4,4,3,4,5,5,4,4,4,4,3,3,4,3,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,4,5,5,3,3,4,4,4,5,5,3,3,3,4,4,4,5,5,5,4,3,4,5,5,5,4,3,4,5,5
33,5/16/2020 11:00,Viet nam,Asia,Male,Graduate school and higher,A pet,28,Asian,Married or domestic partnership,Employed for wages,Yes,1 day,Worried,3,3,4,3,2,3,3,4,3,3,3,4,3,3,2,More than 3 years,"Action, Adventure, Sports",Everyday,3-4 hours,3. Every week,Fishing,Japan,3,2,2,3,2,3,4,4,3,3,2,3,4,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,3,4,4,3,4,5,2,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,4,3,3,3,4,3,4,3
48,5/18/2020 2:58,Vietnamese,Asia,Female,Undergraduate school,Both,28,Asian,"Single, never married",Employed for wages,Yes,More than a month,A little,5,3,4,3,5,1,5,5,5,5,5,5,5,5,5,More than 3 years,"RPG, Simulation",Almost everyday,3-4 hours,1. Everyday,Fishing,Japanese old town,4,4,4,2,3,5,5,5,5,4,2,4,2,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,4,3,5,5,1,4,1,1
57,5/20/2020 17:29,USA,US/Canada,Female,Undergraduate school,A pet,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,1,4,2,5,2,4,1,4,2,5,2,3,2,5,2-3 years,"Action, Adventure, RPG",Every week,1-2 hours,3. Every week,Fishing,Pet,3,4,3,3,4,5,4,4,4,3,4,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,3,3,4,5,4,3,4,5,2,2,1,4,2,4,5,4,5,1,4,5,4,4,5,2,1,2,1,4,4,5,2,4,2,1
98,5/21/2020 1:39,usa,US/Canada,Male,Undergraduate school,Both,28,White,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Worried,4,1,4,3,5,2,3,2,4,1,4,3,4,2,5,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2-3 hours,3. Every week,Catching bugs,na,4,4,2,3,3,5,5,4,3,3,4,4,4,3,3,4,3,3,4,3,3,4,3,3,3,3,4,3,4,5,3,4,5,4,3,2,3,4,5,4,3,4,4,3,4,5,3,3,4,5,3,4,4,3,3,4,5,4,3,4
113,5/21/2020 3:57,United States,US/Canada,Male,Undergraduate school,A pet,28,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,1,4,2,5,2,4,1,4,2,5,2,4,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Every week,2-3 hours,3. Every week,Planting trees/flowers,animal world,3,4,3,3,2,4,4,4,4,3,4,3,3,4,3,4,3,3,4,3,4,4,3,3,3,4,3,3,4,5,4,4,5,4,2,4,2,4,2,4,5,4,4,2,4,5,4,4,5,2,3,2,1,4,4,4,2,4,5,4
121,5/21/2020 4:21,USA,US/Canada,Male,Undergraduate school,Both,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,3,2,3,4,3,2,2,3,1,4,4,3,1,4,More than 3 years,"Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Catching bugs,none,4,2,2,3,2,4,2,3,2,2,3,3,2,3,3,2,2,3,2,4,2,2,3,2,3,2,2,3,4,3,2,3,4,3,3,2,2,4,3,3,2,4,2,3,5,3,2,2,4,3,2,2,3,4,3,3,2,4,3,2
122,5/21/2020 4:22,America,US/Canada,Male,Undergraduate school,Both,28,White,"Single, never married",Employed for wages,Yes,More than 2 weeks,Worried,3,2,3,4,3,2,3,2,2,3,4,3,4,2,4,2-3 years,"Adventure, RPG, Strategy",Almost every week,2-3 hours,4. Almost every week,Fishing,Enjoying scenery,2,3,2,3,2,3,2,3,4,2,3,2,3,3,2,3,3,2,2,2,3,3,2,2,3,2,3,2,4,3,4,5,5,5,3,4,4,5,2,4,4,5,3,4,5,4,5,3,3,2,1,1,4,4,3,4,3,5,5,5
129,5/21/2020 4:43,USA,US/Canada,Female,Undergraduate school,Both,28,White,Married or domestic partnership,A homemaker,Yes,More than 2 weeks,Worried,4,3,5,2,2,1,5,2,5,3,5,2,4,4,5,More than 3 years,"Adventure, Strategy",Everyday,1-2 hours,1. Everyday,Catching bugs,Catching bugs,4,2,2,3,2,4,2,3,4,3,1,4,3,3,2,4,1,3,2,2,3,2,4,3,2,3,1,3,4,3,3,2,4,3,5,4,4,3,2,5,5,4,4,3,2,5,4,3,4,2,5,4,3,2,5,4,3,2,4,4
159,5/21/2020 6:13,America,US/Canada,Male,Undergraduate school,A pet,28,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,3,2,4,2,5,1,4,2,5,2,3,2,4,1,5,1-2 years,"Adventure, Simulation",Almost everyday,1-2 hours,2. Almost everyday,Terraforming,shooting,3,2,3,4,3,3,2,3,4,2,1,3,3,2,3,2,3,3,3,2,3,2,3,4,2,3,3,4,3,4,4,2,3,3,4,5,3,2,3,4,4,3,3,2,3,4,4,3,2,3,1,2,3,3,4,2,1,2,2,3
175,5/21/2020 11:51,America,US/Canada,Female,Graduate school and higher,Both,28,White,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,4,1,4,3,4,3,4,2,5,3,2,4,4,2,3,2-3 years,"Adventure, RPG, Strategy",Every week,2-3 hours,3. Every week,Planting trees/flowers,Dream castle,3,3,4,2,1,2,1,3,5,2,1,2,3,4,3,2,3,1,2,4,4,3,2,1,2,1,3,2,4,5,4,3,5,3,2,1,2,3,3,4,5,3,4,2,2,4,5,4,2,1,2,3,3,4,5,4,1,4,3,2
176,5/21/2020 12:24,us,US/Canada,Male,Undergraduate school,A pet,28,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,1,4,2,5,2,4,1,4,2,5,2,4,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Every week,2-3 hours,3. Every week,Planting trees/flowers,landscape,3,3,4,3,2,4,4,5,5,3,3,2,3,4,4,4,2,2,3,4,4,3,3,2,3,3,4,3,4,5,4,4,5,4,2,3,2,4,2,5,4,4,5,4,4,5,4,4,5,3,4,4,5,4,4,3,2,4,2,3
198,5/21/2020 18:38,United States,US/Canada,Male,Graduate school and higher,A pet,28,Hispanic or Latino,"Single, never married",Self-employed,Yes,More than 2 weeks,Very worried,4,4,4,2,4,2,3,2,3,5,3,4,4,2,4,More than 3 years,"Action, RPG, Sports",Every week,1-2 hours,3. Every week,Planting trees/flowers,hilly area,2,2,3,2,2,3,3,4,4,2,3,2,3,3,2,3,2,2,1,2,2,3,3,1,2,3,2,3,3,2,4,3,2,3,2,3,2,2,3,3,3,3,2,3,4,2,3,3,2,3,2,2,2,2,3,2,2,4,2,3
202,5/21/2020 22:40,US,US/Canada,Female,Undergraduate school,Both,28,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,1,4,2,5,1,3,2,4,1,3,3,1,2,5,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,3-4 hours,2. Almost everyday,Fishing,pink,2,1,3,3,2,3,1,4,5,3,2,3,4,3,3,2,3,3,2,2,3,4,3,2,2,3,2,2,5,4,5,5,4,3,1,1,1,1,1,4,4,3,4,1,4,3,5,3,4,1,1,1,3,4,5,4,1,4,1,1
219,5/22/2020 11:43,US,US/Canada,Female,Graduate school and higher,A pet,28,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,3,4,3,2,3,2,3,4,3,4,3,4,2,5,3,0-1 years,Sports,Every week,2-3 hours,6. Less than every month,Fishing,NO,2,3,2,2,3,4,3,2,3,3,2,1,3,4,2,2,1,1,2,2,2,1,3,1,2,1,3,2,3,2,3,4,2,4,3,2,2,3,2,3,2,4,3,2,4,4,3,4,3,2,2,2,3,3,2,3,2,1,1,2
223,5/22/2020 23:14,USA,US/Canada,Female,Graduate school and higher,A pet,28,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,1,4,3,4,1,4,2,5,2,3,2,4,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Sports",Almost everyday,2-3 hours,3. Every week,Catching bugs,Cartoon,4,3,3,2,3,4,5,3,4,3,4,3,2,3,3,4,3,2,3,3,4,3,2,3,3,3,4,3,4,5,4,4,5,4,1,4,2,5,1,4,5,4,4,1,4,5,4,4,5,1,1,1,1,4,5,4,1,5,2,1
227,5/23/2020 1:39,UK,EU,Female,Graduate school and higher,Both,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Not sure ,4,4,4,4,4,5,5,5,5,4,1,4,1,1,2,3,3,1,2,4,4,4,1,1,4,3,1,2,5,5,5,5,5,5,1,2,1,5,2,5,4,5,5,1,3,5,4,5,4,1,1,1,4,4,4,4,1,3,3,1
245,5/23/2020 18:06,Filipino,Asia,Male,Graduate school and higher,None,28,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,2,5,3,5,5,5,4,5,5,4,5,5,4,5,More than 3 years,"Adventure, RPG, Strategy",Almost everyday,3-4 hours,1. Everyday,Mostly trading and designing,"Recently i have tried experimenting by upgrading my right side of the island to tier 2, so basically the normal ground is in the 2nd floor and so i can create a kinda like basement area which looks cool from a higher standing point. ",4,4,3,3,2,5,5,5,4,4,1,4,1,2,3,4,2,1,2,4,4,3,1,1,4,4,1,3,3,5,1,5,5,5,4,2,1,4,5,3,1,5,5,1,5,5,5,5,3,4,5,5,2,5,5,5,4,5,4,1
270,5/24/2020 22:51,Usa,US/Canada,Female,High school,None,28,White,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,A little,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,10+,1. Everyday,Everything,Symmetrical ,3,3,4,4,2,5,5,5,5,4,2,4,1,2,4,4,4,1,3,4,4,4,4,1,4,2,2,2,5,5,5,5,5,5,1,1,1,5,1,5,2,5,5,1,5,5,5,5,3,1,2,1,5,2,5,5,2,5,1,1
282,5/24/2020 23:46,Dutch,EU,Female,Undergraduate school,Both,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,4,3,5,3,5,2,5,4,5,4,1,5,2,2,5,More than 3 years,"Adventure, RPG, Simulation",Everyday,8-Jul,1. Everyday,Gifting villagers ,Rustic,3,2,4,4,2,4,4,4,4,4,1,3,1,3,3,4,3,3,4,3,4,3,2,2,3,4,4,4,4,3,4,5,5,5,1,1,1,4,1,4,3,4,4,1,3,3,3,5,4,1,1,1,4,3,4,3,1,3,3,1
283,5/25/2020 0:04,British,EU,Female,Undergraduate school,None,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,5,5,5,5,3,5,4,5,5,5,5,5,4,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Talking to villagers!,No preference:),4,4,4,4,2,5,5,5,5,4,1,4,3,2,4,4,2,2,4,4,4,3,3,2,4,4,2,4,5,5,3,5,5,5,1,3,1,5,1,5,4,5,5,1,5,5,5,5,3,1,1,1,5,5,5,5,1,5,3,1
322,5/25/2020 4:25,Canadian,US/Canada,Female,Undergraduate school,A pet,28,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,3,5,5,2,5,4,5,5,5,5,5,5,5,4,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,2-3 hours,1. Everyday,Planting trees/flowers,"Cute, with lots of waterfalls",3,3,4,4,4,5,5,5,5,4,1,3,1,3,2,4,4,1,1,4,4,4,4,1,4,3,4,4,5,4,3,5,5,5,1,3,1,5,1,5,1,5,5,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,1,1
361,5/25/2020 5:50,United States,US/Canada,Female,Graduate school and higher,None,28,White,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,5,4,4,2,5,4,4,3,4,5,4,4,4,2,5,2-3 years,"Adventure, Strategy",Every week,1-2 hours,1. Everyday,Fishing,Idk,4,4,4,2,4,5,5,5,5,4,1,4,1,2,3,4,2,2,4,4,4,2,2,3,4,4,4,4,5,4,3,4,5,5,1,2,1,5,1,4,4,5,5,1,5,4,5,5,4,1,1,1,5,3,4,5,1,5,4,1
409,5/25/2020 7:22,Scottish,EU,Female,Undergraduate school,Both,28,White,Married or domestic partnership,Self-employed,Yes,More than a month,Very worried,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Decorating and buying clothes,Magical woods,4,4,4,4,4,5,5,5,5,4,1,4,3,2,3,4,4,1,3,2,1,1,1,3,4,3,1,4,5,3,3,5,5,5,2,5,1,1,1,5,5,5,5,3,3,5,5,5,1,1,1,1,5,4,5,5,1,3,5,1
415,5/25/2020 7:28,United States,US/Canada,Female,Undergraduate school,A pet,28,White,"Single, never married",Unable to work,Yes,More than a month,Worried,2,3,3,3,4,2,4,3,4,4,2,3,4,2,3,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,2-3 hours,1. Everyday,Fishing,"Natural, like the GCN version",4,4,2,2,3,5,5,5,5,4,2,4,3,1,2,3,2,1,4,2,3,2,2,1,4,3,3,3,5,5,4,5,5,5,1,2,1,5,2,5,5,5,5,2,5,5,5,5,5,2,2,1,5,4,5,5,2,5,4,3
423,5/25/2020 7:50,Scottish,EU,Female,Undergraduate school,A pet,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,4,4,3,5,1,5,5,5,5,3,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,Natural ,4,3,4,2,3,5,5,5,5,4,2,2,3,3,4,4,4,4,4,4,2,2,3,3,2,4,4,4,5,3,5,5,5,5,1,2,4,3,3,5,5,5,4,3,3,3,4,5,5,3,2,2,5,5,5,4,2,4,5,1
425,5/25/2020 8:04,Vietnamese,Asia,Female,Graduate school and higher,A pet,28,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,2,4,3,4,2,4,2,5,4,5,4,5,4,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,random,3,3,3,4,3,4,4,4,4,3,2,3,3,1,3,3,3,1,1,3,4,4,4,1,3,3,3,3,4,3,4,5,5,3,1,3,2,3,2,4,4,4,4,2,3,2,4,5,4,2,2,2,2,2,4,3,3,3,2,2
443,5/25/2020 9:31,British ,EU,Male,Undergraduate school,Both,28,White,"Single, never married",A student,Yes,More than a month,Very worried,4,2,3,4,5,2,5,5,5,5,4,5,4,5,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,10+,1. Everyday,Talking to villagers,Varied across the island,4,4,3,3,2,5,5,5,3,4,3,4,1,1,1,3,3,1,3,3,3,3,2,1,3,3,1,2,4,2,3,4,5,4,1,2,1,3,1,4,4,4,3,1,3,3,4,5,4,1,5,2,5,4,5,5,3,4,5,1
459,5/25/2020 11:18,American ,US/Canada,Female,High school,A pet,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,3,4,3,4,2,5,4,5,5,4,5,3,5,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,3-4 hours,1. Everyday," creating little areas around my island like a pool area, market etc. ",i don’t understand this question. ,4,4,3,4,2,4,4,3,4,4,2,4,1,3,1,3,3,2,2,3,2,2,1,1,3,3,1,1,5,5,5,5,5,5,1,1,1,5,1,5,3,5,5,1,5,5,5,5,5,2,1,1,5,4,5,5,1,3,3,1
