,Gamer_ID,Date of Entry,A1_1,Grouped A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,CC2,C3,C4,Corrected C4,C5,C6,CC6,C7,C8,CC8,C9,C10,CC10,C11,C12,CC12,C13,C14,CC14,C15,Weighted Score,Good or Bad,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,Action,Adventure,FPS,Fighting,Pointandclick,RPG,Simulation,Sports,Story-driven,Strategy,Variedthemesallinonegameex:recroom,puzzle,vrchat
387,388,5/25/2020 6:30,United States,American,US/Canada,Female,Undergraduate school,Both,27,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,2,3,4,2,3,4,2,3,5,5,0,5,5,0,4,5,0,5,3,2,5,3,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,2.5,1. Everyday,Catching bugs,Natural ,4,3,3,3,3,4,5,4,5,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,1,5,5,5,5,4,1,1,1,5,5,5,5,1,5,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
388,389,5/25/2020 6:32,American,American,US/Canada,Female,Undergraduate school,None,22,White,Married or domestic partnership,A student,Yes,More than a month,Worried,4,3,2,4,1,4,5,3,2,2,2,3,4,4,1,2,5,0,2,5,0,5,2.666666667,Bad,0-1 years,"Adventure, Simulation, Strategy",Everyday,3.5,1. Everyday,Fishing,unsure about question,4,4,3,2,3,5,5,4,5,4,1,4,1,1,4,3,4,2,3,4,4,1,1,2,4,4,3,3,5,5,5,5,5,5,1,2,2,4,1,4,2,4,5,2,5,5,5,5,5,2,2,1,3,1,5,5,1,5,4,3,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
389,390,5/25/2020 6:32,American,American,US/Canada,Female,Undergraduate school,A pet,24,White,Divorced,Employed for wages,Yes,More than a month,A little,4,4,1,4,3,2,5,4,1,5,5,0,4,4,1,4,5,0,4,4,1,5,2.733333333,Bad,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,3.5,1. Everyday,Catching bugs,natural,4,4,4,3,3,5,5,5,5,3,1,4,1,1,2,3,2,1,3,3,4,4,1,3,3,4,2,3,5,3,4,5,5,5,1,2,2,4,1,5,4,5,4,1,4,4,4,5,5,1,1,1,3,2,3,4,1,3,3,2,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
390,391,5/25/2020 6:40,American ,American,US/Canada,Female,Undergraduate school,A pet,24,White,"Single, never married",Self-employed,Yes,More than a month,Worried,3,4,1,4,3,2,4,2,3,5,3,2,4,4,1,3,4,1,3,3,2,4,2.8,Bad,More than 3 years,"Action, Adventure",Everyday,3.5,1. Everyday,Talking to villagers,I like the water falls,3,3,4,2,3,5,5,4,4,4,2,3,3,2,3,4,3,1,2,3,4,4,2,3,4,1,3,3,5,5,4,5,5,5,1,3,1,5,1,5,3,5,5,1,1,5,5,5,3,1,1,1,3,2,5,4,1,5,3,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
391,392,5/25/2020 6:47,American,American,US/Canada,Female,Undergraduate school,A pet,24,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,4,1,4,5,0,4,3,2,5,5,0,5,5,0,3,4,1,4,3,2,3,2.466666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,2.5,2. Almost everyday,Fishing,Natural,2,4,2,4,3,5,3,4,2,4,1,3,1,2,2,3,1,2,3,3,2,1,1,2,4,3,1,1,5,4,4,5,5,5,2,3,3,4,2,5,5,5,4,3,4,3,3,5,5,3,4,2,3,3,4,4,2,3,4,4,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
392,393,5/25/2020 6:50,American,American,US/Canada,Female,Graduate school and higher,A garden,26,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,3,4,1,5,3,2,5,1,4,5,3,2,5,5,0,3,3,2,5,4,1,5,3.2,Good,More than 3 years,"Adventure, RPG, Strategy",Every week,3.5,1. Everyday,Planting trees/flowers,"I like keeping it as natural and organic looking as possible, so I don't do a lot of terraforming.",4,3,4,2,3,4,4,5,5,4,3,4,1,2,3,3,2,2,2,4,4,4,3,2,3,3,3,4,4,4,5,5,4,5,1,2,2,4,2,5,4,4,4,2,4,4,4,5,4,1,1,1,3,3,3,2,2,2,1,1,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
393,394,5/25/2020 6:55,American,American,US/Canada,Female,Undergraduate school,None,23,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,5,0,5,4,1,5,4,1,5,4,1,5,5,0,2,5,0,3,5,0,5,2.533333333,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2.5,1. Everyday,Terraforming,nature theme,2,2,3,4,4,5,5,5,5,4,1,4,1,3,3,3,3,3,3,3,4,1,1,4,4,4,1,1,5,3,5,5,5,5,1,2,1,3,1,4,2,3,3,3,3,3,3,4,4,4,1,1,3,1,3,4,1,4,2,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
394,395,5/25/2020 6:55,British,British,EU,Female,Undergraduate school,A pet,29,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,2,5,3,2,5,2,3,4,4,1,5,4,1,3,4,1,2,3,2,5,3,Bad,More than 3 years,Simulation,Almost everyday,2.5,1. Everyday,Terraforming,"Adventure (mazes, theme park)",4,4,3,4,3,5,5,5,5,4,2,4,1,1,4,4,4,4,4,4,2,1,1,4,3,3,3,3,5,2,3,5,5,5,1,3,2,2,1,3,4,4,4,2,3,4,3,4,3,2,1,1,5,3,5,5,3,5,5,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
395,396,5/25/2020 6:57,American ,American,US/Canada,Female,Undergraduate school,Both,31,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,4,1,4,3,2,4,3,2,5,4,1,5,5,0,2,5,0,3,3,2,4,2.533333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,2.5,1. Everyday,Planting trees/flowers,Haven’t gotten to that yet!,4,4,4,1,4,5,5,5,5,4,2,4,2,2,3,4,2,2,2,4,4,2,2,2,2,4,4,4,5,5,5,5,4,5,1,2,3,3,3,4,4,4,3,1,3,4,4,4,3,1,4,1,5,5,5,5,2,3,4,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
396,397,5/25/2020 6:59,American,American,US/Canada,Female,Undergraduate school,A pet,24,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,5,4,1,5,3,2,5,1,4,5,4,1,5,5,0,4,5,0,5,3,2,5,3.266666667,Good,More than 3 years,"Adventure, RPG",Everyday,3.5,1. Everyday,Talking to villagers,Natural,4,4,2,2,2,5,5,5,5,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,1,1,1,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
397,398,5/25/2020 7:00,British,British,EU,Female,Undergraduate school,A pet,22,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than 2 weeks,Worried,2,5,0,5,3,2,5,4,1,5,5,0,5,5,0,3,5,0,2,3,2,5,2.466666667,Bad,0-1 years,Adventure,Less than every month,2.5,1. Everyday,Fishing,Close to nature,2,4,3,3,4,5,3,5,4,4,2,4,1,1,3,3,4,1,1,3,2,4,1,1,4,2,2,3,5,4,5,5,4,5,1,1,1,3,2,4,5,5,5,2,4,4,5,5,3,2,1,1,4,4,4,5,1,5,5,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
398,399,5/25/2020 7:01,British,British,EU,Male,Undergraduate school,Both,22,White,"Single, never married",A student,Yes,More than a month,Worried,5,3,2,5,4,1,5,4,1,5,5,0,4,4,1,5,4,1,4,3,2,5,3.066666667,Bad,More than 3 years,"Action, Adventure, Strategy",Everyday,4,1. Everyday,Fishing,Asian/Polynesian,4,4,3,2,2,5,5,4,3,4,1,4,1,2,3,3,2,4,3,3,3,1,1,2,4,4,2,3,5,1,1,5,5,5,1,4,1,2,1,4,2,5,4,2,4,4,3,5,5,1,1,1,4,2,3,3,1,3,3,2,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
399,400,5/25/2020 7:01,American,American,US/Canada,Female,Graduate school and higher,A pet,22,White,"Single, never married",Unable to work,Yes,More than a month,Very worried,4,3,2,5,1,4,5,1,4,5,1,4,5,4,1,5,5,0,5,3,2,5,3.733333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Catching bugs,I love the waterfalls. So anything with that lol,4,4,3,3,4,5,5,5,5,4,3,4,1,2,3,4,4,4,4,3,4,2,3,3,4,4,4,4,5,3,5,5,5,5,2,3,2,4,1,5,5,5,4,3,4,5,5,5,5,2,2,2,5,4,5,4,2,5,5,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
400,401,5/25/2020 7:07,British,British,EU,Female,Undergraduate school,None,29,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,3,2,4,1,4,5,1,4,5,3,2,4,3,2,4,3,2,4,3,2,3,3.4,Good,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Catching bugs,Cute,4,4,2,2,2,4,4,3,5,4,1,4,1,3,2,3,3,3,3,2,3,2,3,1,3,4,1,3,4,3,3,4,5,5,2,3,2,3,3,4,4,4,3,3,5,4,5,5,5,3,4,2,5,3,3,5,3,3,5,2,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
401,402,5/25/2020 7:11,Canadian,Canadian,US/Canada,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,2,4,2,3,5,2,3,5,3,2,4,4,1,4,2,3,4,3,2,4,3.4,Good,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,2.5,1. Everyday,Terraforming,"Nature, cottage core, woodsy",4,4,4,3,3,5,5,5,5,4,1,4,1,4,2,3,3,3,2,3,4,4,3,2,3,4,3,2,5,4,4,5,5,5,1,4,2,4,3,5,4,5,5,2,5,5,5,5,5,2,3,1,5,5,5,5,2,5,5,3,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
402,403,5/25/2020 7:11,American,American,US/Canada,Female,Graduate school and higher,Both,24,White,"Single, never married",Employed for wages,Yes,More than a month,A little,5,2,3,5,3,2,5,4,1,5,5,0,5,5,0,1,5,0,5,5,0,5,2.8,Bad,More than 3 years,"Simulation, Strategy",Every week,1.5,2. Almost everyday,Decorating the island,Natural,4,4,4,3,3,5,5,5,5,4,2,4,3,2,4,4,4,4,4,4,3,3,3,2,4,2,4,4,5,5,5,5,5,5,1,1,2,1,1,5,2,5,5,2,5,5,5,5,4,2,1,2,4,3,5,4,2,3,4,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
403,404,5/25/2020 7:11,American,American,US/Canada,Female,Undergraduate school,A pet,21,White,"Single, never married",A student,Yes,More than a month,Worried,4,3,2,2,3,2,4,3,2,4,4,1,4,4,1,4,4,1,4,3,2,4,2.733333333,Bad,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,3.5,1. Everyday,Terraforming,unsure,4,4,4,4,4,5,5,5,5,4,1,4,1,2,3,3,1,1,2,4,4,1,2,2,4,4,4,4,5,5,5,5,5,5,1,2,1,5,1,5,3,5,5,1,5,5,5,5,4,1,1,1,4,2,5,3,1,5,3,1,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
404,405,5/25/2020 7:13,American,American,US/Canada,Female,Undergraduate school,Both,23,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,4,3,2,4,5,0,5,3,2,4,4,1,4,4,1,3,4,1,2,3,2,4,2.6,Bad,More than 3 years,Simulation,Almost everyday,1.5,1. Everyday,Fishing,Rural and natural,4,4,4,3,4,5,5,5,5,4,1,4,1,1,3,2,2,4,1,4,4,3,1,2,4,4,1,2,4,4,2,5,5,5,2,1,2,4,2,5,4,5,4,2,4,5,4,5,5,2,1,2,4,2,3,4,2,3,3,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
405,406,5/25/2020 7:17,American,American,US/Canada,Female,Undergraduate school,A pet,19,Hispanic or Latino,"Single, never married",A student,Yes,More than a month,A little,5,3,2,4,2,3,5,1,4,4,4,1,4,5,0,5,2,3,5,4,1,5,3.4,Good,More than 3 years,"RPG, Simulation, Sports",Almost everyday,3.5,1. Everyday,Planting trees/flowers,I like adding waterfalls ,4,3,4,3,2,5,5,5,5,4,1,4,2,3,3,3,3,1,3,3,4,4,2,2,3,3,2,2,4,5,5,5,4,5,1,2,2,4,2,5,4,5,5,2,5,5,5,5,5,1,1,1,3,4,5,5,1,4,1,1,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
406,407,5/25/2020 7:18,American ,American,US/Canada,Female,Graduate school and higher,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,3,2,5,4,1,5,3,2,5,5,0,5,5,0,4,5,0,4,5,0,5,2.866666667,Bad,More than 3 years,"Adventure, RPG, Strategy",Almost everyday,2.5,1. Everyday,Designing my island with furniture ,Different themed areas of the island but not completely urban ,3,4,3,3,2,5,5,5,5,4,2,4,1,3,2,3,3,1,3,2,4,1,1,3,4,3,2,3,5,5,4,5,4,5,1,3,1,5,2,5,3,5,5,3,5,4,4,5,4,2,4,1,3,2,3,3,1,4,4,2,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
407,408,5/25/2020 7:20,United States,American,US/Canada,Female,High school,Both,20,White,"Single, never married",A student,Yes,More than a month,A little,3,4,1,5,1,4,5,1,4,5,4,1,5,5,0,4,4,1,5,3,2,5,3.333333333,Good,More than 3 years,RPG,Almost everyday,2.5,2. Almost everyday,Fishing,Waterscaping!,4,4,2,3,1,5,5,3,3,4,2,4,1,3,3,4,2,3,2,3,2,4,2,3,2,4,3,2,5,4,5,5,5,5,1,3,1,3,2,5,5,5,5,2,4,4,4,4,4,2,2,1,1,1,3,4,1,5,4,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No
408,409,5/25/2020 7:22,Scottish,British,EU,Female,Undergraduate school,Both,28,White,Married or domestic partnership,Self-employed,Yes,More than a month,Very worried,5,4,1,5,3,2,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,2.866666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,2.5,1. Everyday,Decorating and buying clothes,Magical woods,4,4,4,4,4,5,5,5,5,4,1,4,3,2,3,4,4,1,3,2,1,1,1,3,4,3,1,4,5,3,3,5,5,5,2,5,1,1,1,5,5,5,5,3,3,5,5,5,1,1,1,1,5,4,5,5,1,3,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
409,410,5/25/2020 7:22,American ,American,US/Canada,Male,High school,A pet,27,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,4,2,3,3,3,2,5,1,4,5,2,3,3,2,3,3,2,3,5,1,4,3,3.533333333,Good,More than 3 years,"Action, Adventure, RPG",Almost everyday,1.5,1. Everyday,Terraforming,Earthly,2,3,3,4,2,5,5,5,5,4,2,4,1,3,4,3,4,3,2,3,2,3,3,4,4,2,4,4,4,3,4,4,5,5,2,3,1,4,1,5,5,4,3,1,4,5,5,5,2,2,2,2,5,5,5,4,1,3,1,1,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
410,411,5/25/2020 7:25,American,American,US/Canada,Female,Undergraduate school,A pet,23,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,4,1,5,4,1,5,4,1,5,5,0,5,4,1,4,5,0,5,5,0,5,2.8,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,3.5,2. Almost everyday,interacting with villagers,Natural,4,2,3,3,2,4,5,5,5,4,3,4,1,2,4,4,4,1,4,4,4,4,1,2,4,4,4,2,4,3,1,5,5,5,2,3,2,3,3,5,5,5,3,2,3,3,5,5,5,1,3,1,5,4,5,5,2,5,5,2,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
411,412,5/25/2020 7:27,British ,British,EU,Female,Graduate school and higher,Both,24,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,3,2,2,3,2,5,1,4,4,4,1,5,3,2,1,5,0,3,4,1,5,2.733333333,Bad,More than 3 years,Strategy,Almost everyday,3.5,2. Almost everyday,Decorating home and island ,Natural and cosy ,3,3,4,4,4,5,5,5,5,4,1,3,2,3,4,4,2,2,3,4,4,2,2,2,4,4,3,2,5,5,5,5,5,5,1,2,1,5,1,5,4,5,5,1,5,5,5,5,5,1,1,1,4,4,5,5,1,5,2,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No
412,413,5/25/2020 7:27,American (USA),American,US/Canada,Female,Graduate school and higher,A pet,30,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,3,2,4,2,3,4,2,3,5,3,2,5,5,0,3,5,0,4,4,1,5,2.866666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,6,1. Everyday,Planting trees/flowers,Woodsy/Nature,3,2,3,2,2,5,5,5,5,3,1,4,1,2,1,3,2,1,2,3,4,2,1,2,4,2,3,2,5,5,5,5,5,5,1,2,1,5,1,5,4,5,5,2,5,5,5,5,5,3,2,1,4,3,4,4,1,4,2,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
413,414,5/25/2020 7:27,American,American,US/Canada,Female,Undergraduate school,A pet,25,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,4,1,5,5,0,5,2,3,5,5,0,5,4,1,4,5,0,5,5,0,5,2.933333333,Bad,More than 3 years,"RPG, Simulation",Almost everyday,1.5,2. Almost everyday,Collecting recipes/furniture and decorating,I like path making and terraforming waterfalls,3,2,3,3,2,5,5,5,3,4,2,4,1,1,2,3,3,1,4,3,3,1,2,1,4,3,3,4,4,5,4,5,5,5,2,1,1,5,1,5,5,5,5,1,4,5,5,5,5,1,1,1,5,3,5,5,1,5,5,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
414,415,5/25/2020 7:28,United States,American,US/Canada,Female,Undergraduate school,A pet,28,White,"Single, never married",Unable to work,Yes,More than a month,Worried,2,3,2,3,3,2,4,2,3,4,3,2,4,4,1,2,3,2,4,2,3,3,2.733333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,2.5,1. Everyday,Fishing,"Natural, like the GCN version",4,4,2,2,3,5,5,5,5,4,2,4,3,1,2,3,2,1,4,2,3,2,2,1,4,3,3,3,5,5,4,5,5,5,1,2,1,5,2,5,5,5,5,2,5,5,5,5,5,2,2,1,5,4,5,5,2,5,4,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
415,416,5/25/2020 7:29,American,American,US/Canada,Female,Undergraduate school,A pet,49,White,Widowed,Out of work but not currently looking for work,Yes,More than a month,Worried,4,3,2,4,3,2,5,3,2,4,4,1,4,5,0,4,5,0,4,3,2,4,2.8,Bad,More than 3 years,"Action, RPG, Simulation",Everyday,10,1. Everyday,all of the above and visiting others islands too,"straight clean lines, defined groupings",4,4,4,4,4,5,5,5,5,4,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,3,5,5,5,1,3,2,5,1,5,5,5,5,1,4,4,5,5,5,1,1,1,5,3,5,5,1,4,5,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
416,417,5/25/2020 7:30,American,American,US/Canada,Female,Graduate school and higher,A pet,23,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,5,3,2,4,4,1,5,2,3,5,4,1,5,5,0,5,2,3,3,3,2,5,3.266666667,Good,More than 3 years,"RPG, Strategy",Every week,4,1. Everyday,Terraforming,Naturalistic,4,2,4,3,2,1,1,5,5,3,1,4,2,2,4,3,2,3,3,4,4,4,2,3,3,4,3,2,5,5,5,5,5,5,1,3,2,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,5,4,5,5,1,5,5,3,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
417,418,5/25/2020 7:33,Filipino-American,American,US/Canada,Female,Undergraduate school,None,24,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,3,2,2,2,3,5,2,3,5,5,0,5,5,0,4,5,0,2,2,3,5,2.866666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Crafting DIYs,Water (like rivers and waterfalls),3,3,3,3,2,5,5,5,5,4,2,4,1,1,2,3,3,1,3,3,4,1,2,2,3,2,1,2,5,3,5,5,5,5,1,1,2,5,1,5,3,5,4,2,5,3,5,5,4,1,1,1,4,4,5,5,3,5,2,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
418,419,5/25/2020 7:36,American,American,US/Canada,Female,Undergraduate school,None,26,White,"Single, never married",Unable to work,Yes,More than a month,Worried,4,3,2,3,3,2,5,2,3,5,3,2,5,5,0,2,3,2,3,3,2,4,2.933333333,Bad,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,3.5,1. Everyday,Decorating my house,Waterfalls,4,3,2,2,4,5,5,3,5,4,1,4,1,3,2,4,3,3,4,2,3,3,3,1,4,2,4,4,5,3,4,5,5,5,1,3,2,5,2,5,3,5,5,3,5,5,5,5,5,3,3,3,4,3,5,4,3,4,3,3,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
419,420,5/25/2020 7:43,Vietnamese,Vietnamese,Asia,Female,Graduate school and higher,None,25,Asian,"Single, never married",A student,Yes,More than a month,Worried,4,2,3,5,3,2,4,2,3,4,2,3,4,2,3,4,2,3,2,2,3,3,3.333333333,Good,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,3.5,1. Everyday,Planting trees/flowers,Water,2,3,4,4,4,4,3,3,5,4,1,4,2,3,2,4,1,3,2,4,3,3,4,2,3,3,2,2,5,5,5,5,5,5,1,1,4,3,2,4,5,5,5,1,4,4,5,5,3,1,1,1,3,4,3,5,1,3,4,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
420,421,5/25/2020 7:44,Canadian ,Canadian,US/Canada,Female,Undergraduate school,Both,24,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,Very worried,3,3,2,3,4,1,3,3,2,3,2,3,4,3,2,3,3,2,3,3,2,3,2.6,Bad,More than 3 years,"Adventure, RPG",Almost everyday,2.5,1. Everyday,Planting trees/flowers,I’m not sure what this means.  I like the stone,4,4,4,3,3,5,5,5,5,4,1,4,4,1,3,4,4,4,3,4,4,4,2,3,4,2,4,4,5,5,3,5,5,5,2,1,1,5,2,5,5,5,5,3,5,5,5,5,5,1,3,2,5,5,5,5,1,5,5,2,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
421,422,5/25/2020 7:44,British,British,EU,Female,Undergraduate school,Both,21,White,"Single, never married",A student,Yes,More than a month,Worried,3,4,1,5,3,2,5,3,2,5,4,1,4,5,0,3,5,0,4,3,2,4,2.733333333,Bad,More than 3 years,"Action, RPG, Simulation",Everyday,3.5,1. Everyday,Terraforming,Creating waterfalls,4,4,3,3,2,5,5,5,5,4,2,4,2,2,3,3,3,3,3,3,3,3,2,3,4,3,2,2,5,3,4,5,5,5,1,3,2,3,2,5,5,5,4,1,3,5,5,5,5,1,1,1,4,1,4,4,1,3,4,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
422,423,5/25/2020 7:50,Scottish,British,EU,Female,Undergraduate school,A pet,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,4,1,4,3,2,5,1,4,5,5,0,5,5,0,3,5,0,5,5,0,5,2.733333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,3.5,2. Almost everyday,Catching bugs,Natural ,4,3,4,2,3,5,5,5,5,4,2,2,3,3,4,4,4,4,4,4,2,2,3,3,2,4,4,4,5,3,5,5,5,5,1,2,4,3,3,5,5,5,4,3,3,3,4,5,5,3,2,2,5,5,5,4,2,4,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
423,424,5/25/2020 7:55,American,American,US/Canada,Female,Undergraduate school,A pet,21,White,"Single, never married",A student,Yes,More than a month,Worried,5,3,2,3,4,1,5,3,2,5,3,2,5,5,0,5,5,0,4,3,2,5,3.066666667,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost every week,1.5,1. Everyday,Catching bugs,Natural,4,4,4,3,3,5,5,5,5,4,3,4,1,2,3,4,2,3,4,4,4,4,2,1,4,2,4,4,5,4,5,5,4,5,1,2,2,5,1,5,4,5,5,2,4,5,5,5,5,2,1,1,3,4,5,5,2,5,1,2,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
424,425,5/25/2020 8:04,Vietnamese,Vietnamese,Asia,Female,Graduate school and higher,A pet,28,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,2,3,4,3,2,4,2,3,4,2,3,5,4,1,5,4,1,5,4,1,4,3.266666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,random,3,3,3,4,3,4,4,4,4,3,2,3,3,1,3,3,3,1,1,3,4,4,4,1,3,3,3,3,4,3,4,5,5,3,1,3,2,3,2,4,4,4,4,2,3,2,4,5,4,2,2,2,2,2,4,3,3,3,2,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
425,426,5/25/2020 8:12,American,American,US/Canada,Female,Undergraduate school,Both,22,White,"Single, never married",Out of work and looking for work,Yes,More than a month,A little,4,3,2,4,2,3,4,1,4,5,2,3,5,5,0,4,4,1,1,4,1,5,3.066666667,Bad,More than 3 years,"RPG, Simulation, Strategy",Every week,3.5,2. Almost everyday,Planting trees/flowers,As natural as possible,4,4,4,3,3,5,5,5,5,4,3,3,1,2,3,3,2,1,4,3,4,1,1,2,4,2,3,2,5,4,4,5,4,4,1,2,2,4,1,5,3,5,5,1,4,4,4,5,5,1,1,1,4,3,4,4,1,3,3,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
426,427,5/25/2020 8:19,American,American,US/Canada,Female,Graduate school and higher,A garden,32,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,4,1,4,2,3,4,3,2,4,4,1,5,5,0,3,4,1,4,5,0,4,2.666666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,7.5,1. Everyday,Decorating and designing,Making my island a parade with a lot of hidden and fun spots,3,3,4,3,2,5,5,5,5,4,1,4,1,3,3,4,3,2,3,3,4,3,2,1,4,3,4,4,5,4,3,4,5,5,1,4,1,5,1,5,3,5,5,1,4,5,5,5,3,1,1,1,3,3,3,4,1,3,3,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
